


Tue Nov 21 18:29:18 2023
FRA analyzer by Arief Noor Rahman
No	Freq	Mag[IN1](dB)	Ph[IN1](deg)	Mag[IN2](dB)	Ph[IN2](deg)	Mag[IN2-IN1](dB)	Ph[IN2-IN1](deg)	elapsed time
21	1000.00000	1.3979141381e+01	-2.8652245994e-01	-2.1988147355e+01	-8.9406052085e+01	-3.5967288736e+01	-8.9119529625e+01	11.031
21	1000.00000	1.3979141381e+01	-2.8652245994e-01	-2.1988147355e+01	-8.9406052085e+01	-3.5967288736e+01	-8.9119529625e+01	11.094
22	1122.01845	1.3624539623e+01	-3.2154201564e-01	-2.3342496031e+01	-8.9544912103e+01	-3.6967035654e+01	-8.9223370087e+01	11.156
22	1122.01845	1.3624539623e+01	-3.2154201564e-01	-2.3342496031e+01	-8.9544912103e+01	-3.6967035654e+01	-8.9223370087e+01	11.235
22	1122.01845	1.3624539623e+01	-3.2154201564e-01	-2.3342496031e+01	-8.9544912103e+01	-3.6967035654e+01	-8.9223370087e+01	11.297
22	1122.01845	1.3624539623e+01	-3.2154201564e-01	-2.3342496031e+01	-8.9544912103e+01	-3.6967035654e+01	-8.9223370087e+01	11.360
22	1122.01845	1.3624539623e+01	-3.2154201564e-01	-2.3342496031e+01	-8.9544912103e+01	-3.6967035654e+01	-8.9223370087e+01	11.422
22	1122.01845	1.3624539623e+01	-3.2154201564e-01	-2.3342496031e+01	-8.9544912103e+01	-3.6967035654e+01	-8.9223370087e+01	11.485
22	1122.01845	1.3624539623e+01	-3.2154201564e-01	-2.3342496031e+01	-8.9544912103e+01	-3.6967035654e+01	-8.9223370087e+01	11.547
23	1258.92541	1.3254839945e+01	-3.6076071393e-01	-2.4712023767e+01	-8.9669717789e+01	-3.7966863712e+01	-8.9308957075e+01	11.625
23	1258.92541	1.3254839945e+01	-3.6076071393e-01	-2.4712023767e+01	-8.9669717789e+01	-3.7966863712e+01	-8.9308957075e+01	11.703
23	1258.92541	1.3254839945e+01	-3.6076071393e-01	-2.4712023767e+01	-8.9669717789e+01	-3.7966863712e+01	-8.9308957075e+01	11.766
23	1258.92541	1.3254839945e+01	-3.6076071393e-01	-2.4712023767e+01	-8.9669717789e+01	-3.7966863712e+01	-8.9308957075e+01	11.828
23	1258.92541	1.3254839945e+01	-3.6076071393e-01	-2.4712023767e+01	-8.9669717789e+01	-3.7966863712e+01	-8.9308957075e+01	11.891
23	1258.92541	1.3254839945e+01	-3.6076071393e-01	-2.4712023767e+01	-8.9669717789e+01	-3.7966863712e+01	-8.9308957075e+01	11.953
24	1412.53754	1.2868690798e+01	-4.0476751199e-01	-2.6098029944e+01	-8.9790022865e+01	-3.8966720742e+01	-8.9385255353e+01	12.016
24	1412.53754	1.2868690798e+01	-4.0476751199e-01	-2.6098029944e+01	-8.9790022865e+01	-3.8966720742e+01	-8.9385255353e+01	12.094
24	1412.53754	1.2868690798e+01	-4.0476751199e-01	-2.6098029944e+01	-8.9790022865e+01	-3.8966720742e+01	-8.9385255353e+01	12.156
24	1412.53754	1.2868690798e+01	-4.0476751199e-01	-2.6098029944e+01	-8.9790022865e+01	-3.8966720742e+01	-8.9385255353e+01	12.219
24	1412.53754	1.2868690798e+01	-4.0476751199e-01	-2.6098029944e+01	-8.9790022865e+01	-3.8966720742e+01	-8.9385255353e+01	12.281
24	1412.53754	1.2868690798e+01	-4.0476751199e-01	-2.6098029944e+01	-8.9790022865e+01	-3.8966720742e+01	-8.9385255353e+01	12.344
25	1584.89319	1.2464567079e+01	-4.5414515693e-01	-2.7502044116e+01	-8.9907954559e+01	-3.9966611195e+01	-8.9453809402e+01	12.406
25	1584.89319	1.2464567079e+01	-4.5414515693e-01	-2.7502044116e+01	-8.9907954559e+01	-3.9966611195e+01	-8.9453809402e+01	12.516
25	1584.89319	1.2464567079e+01	-4.5414515693e-01	-2.7502044116e+01	-8.9907954559e+01	-3.9966611195e+01	-8.9453809402e+01	12.578
26	1778.27941	1.2040709044e+01	-5.0955111736e-01	-2.8925817977e+01	-9.0023396551e+01	-4.0966527021e+01	-8.9513845434e+01	12.641
26	1778.27941	1.2040709044e+01	-5.0955111736e-01	-2.8925817977e+01	-9.0023396551e+01	-4.0966527021e+01	-8.9513845434e+01	12.735
26	1778.27941	1.2040709044e+01	-5.0955111736e-01	-2.8925817977e+01	-9.0023396551e+01	-4.0966527021e+01	-8.9513845434e+01	12.797
26	1778.27941	1.2040709044e+01	-5.0955111736e-01	-2.8925817977e+01	-9.0023396551e+01	-4.0966527021e+01	-8.9513845434e+01	12.860
26	1778.27941	1.2040709044e+01	-5.0955111736e-01	-2.8925817977e+01	-9.0023396551e+01	-4.0966527021e+01	-8.9513845434e+01	12.922
26	1778.27941	1.2040709044e+01	-5.0955111736e-01	-2.8925817977e+01	-9.0023396551e+01	-4.0966527021e+01	-8.9513845434e+01	12.985
26	1778.27941	1.2040709044e+01	-5.0955111736e-01	-2.8925817977e+01	-9.0023396551e+01	-4.0966527021e+01	-8.9513845434e+01	13.047
26	1778.27941	1.2040709044e+01	-5.0955111736e-01	-2.8925817977e+01	-9.0023396551e+01	-4.0966527021e+01	-8.9513845434e+01	13.110
27	1995.26231	1.1595018400e+01	-5.7174152208e-01	-3.0371302147e+01	-9.0139503107e+01	-4.1966320547e+01	-8.9567761585e+01	13.172
27	1995.26231	1.1595018400e+01	-5.7174152208e-01	-3.0371302147e+01	-9.0139503107e+01	-4.1966320547e+01	-8.9567761585e+01	13.266
27	1995.26231	1.1595018400e+01	-5.7174152208e-01	-3.0371302147e+01	-9.0139503107e+01	-4.1966320547e+01	-8.9567761585e+01	13.328
27	1995.26231	1.1595018400e+01	-5.7174152208e-01	-3.0371302147e+01	-9.0139503107e+01	-4.1966320547e+01	-8.9567761585e+01	13.406
28	2238.72114	1.1125364266e+01	-6.4152956691e-01	-3.1841021921e+01	-9.0256758756e+01	-4.2966386187e+01	-8.9615229189e+01	13.469
28	2238.72114	1.1125364266e+01	-6.4152956691e-01	-3.1841021921e+01	-9.0256758756e+01	-4.2966386187e+01	-8.9615229189e+01	13.563
28	2238.72114	1.1125364266e+01	-6.4152956691e-01	-3.1841021921e+01	-9.0256758756e+01	-4.2966386187e+01	-8.9615229189e+01	13.625
28	2238.72114	1.1125364266e+01	-6.4152956691e-01	-3.1841021921e+01	-9.0256758756e+01	-4.2966386187e+01	-8.9615229189e+01	13.688
28	2238.72114	1.1125364266e+01	-6.4152956691e-01	-3.1841021921e+01	-9.0256758756e+01	-4.2966386187e+01	-8.9615229189e+01	13.750
28	2238.72114	1.1125364266e+01	-6.4152956691e-01	-3.1841021921e+01	-9.0256758756e+01	-4.2966386187e+01	-8.9615229189e+01	13.813
28	2238.72114	1.1125364266e+01	-6.4152956691e-01	-3.1841021921e+01	-9.0256758756e+01	-4.2966386187e+01	-8.9615229189e+01	13.875
29	2511.88643	1.0628750435e+01	-7.1978890446e-01	-3.3337591358e+01	-9.0377000960e+01	-4.3966341793e+01	-8.9657212055e+01	13.938
29	2511.88643	1.0628750435e+01	-7.1978890446e-01	-3.3337591358e+01	-9.0377000960e+01	-4.3966341793e+01	-8.9657212055e+01	14.031
29	2511.88643	1.0628750435e+01	-7.1978890446e-01	-3.3337591358e+01	-9.0377000960e+01	-4.3966341793e+01	-8.9657212055e+01	14.094
29	2511.88643	1.0628750435e+01	-7.1978890446e-01	-3.3337591358e+01	-9.0377000960e+01	-4.3966341793e+01	-8.9657212055e+01	14.156
29	2511.88643	1.0628750435e+01	-7.1978890446e-01	-3.3337591358e+01	-9.0377000960e+01	-4.3966341793e+01	-8.9657212055e+01	14.219
29	2511.88643	1.0628750435e+01	-7.1978890446e-01	-3.3337591358e+01	-9.0377000960e+01	-4.3966341793e+01	-8.9657212055e+01	14.281
30	2818.38293	1.0101994644e+01	-8.0759601162e-01	-3.4864315773e+01	-9.0502705790e+01	-4.4966310417e+01	-8.9695109779e+01	14.344
30	2818.38293	1.0101994644e+01	-8.0759601162e-01	-3.4864315773e+01	-9.0502705790e+01	-4.4966310417e+01	-8.9695109779e+01	14.453
30	2818.38293	1.0101994644e+01	-8.0759601162e-01	-3.4864315773e+01	-9.0502705790e+01	-4.4966310417e+01	-8.9695109779e+01	14.516
30	2818.38293	1.0101994644e+01	-8.0759601162e-01	-3.4864315773e+01	-9.0502705790e+01	-4.4966310417e+01	-8.9695109779e+01	14.594
30	2818.38293	1.0101994644e+01	-8.0759601162e-01	-3.4864315773e+01	-9.0502705790e+01	-4.4966310417e+01	-8.9695109779e+01	14.656
31	3162.27766	9.5411957468e+00	-9.0611641469e-01	-3.6425091393e+01	-9.0634884851e+01	-4.5966287139e+01	-8.9728768437e+01	14.719
31	3162.27766	9.5411957468e+00	-9.0611641469e-01	-3.6425091393e+01	-9.0634884851e+01	-4.5966287139e+01	-8.9728768437e+01	14.828
31	3162.27766	9.5411957468e+00	-9.0611641469e-01	-3.6425091393e+01	-9.0634884851e+01	-4.5966287139e+01	-8.9728768437e+01	14.891
31	3162.27766	9.5411957468e+00	-9.0611641469e-01	-3.6425091393e+01	-9.0634884851e+01	-4.5966287139e+01	-8.9728768437e+01	14.953
31	3162.27766	9.5411957468e+00	-9.0611641469e-01	-3.6425091393e+01	-9.0634884851e+01	-4.5966287139e+01	-8.9728768437e+01	15.016
31	3162.27766	9.5411957468e+00	-9.0611641469e-01	-3.6425091393e+01	-9.0634884851e+01	-4.5966287139e+01	-8.9728768437e+01	15.078
32	3548.13389	8.9415795138e+00	-1.0166864095e+00	-3.8024555202e+01	-9.0775751971e+01	-4.6966134715e+01	-8.9759065561e+01	15.141
32	3548.13389	8.9415795138e+00	-1.0166864095e+00	-3.8024555202e+01	-9.0775751971e+01	-4.6966134715e+01	-8.9759065561e+01	15.250
32	3548.13389	8.9415795138e+00	-1.0166864095e+00	-3.8024555202e+01	-9.0775751971e+01	-4.6966134715e+01	-8.9759065561e+01	15.313
32	3548.13389	8.9415795138e+00	-1.0166864095e+00	-3.8024555202e+01	-9.0775751971e+01	-4.6966134715e+01	-8.9759065561e+01	15.375
32	3548.13389	8.9415795138e+00	-1.0166864095e+00	-3.8024555202e+01	-9.0775751971e+01	-4.6966134715e+01	-8.9759065561e+01	15.438
32	3548.13389	8.9415795138e+00	-1.0166864095e+00	-3.8024555202e+01	-9.0775751971e+01	-4.6966134715e+01	-8.9759065561e+01	15.516
32	3548.13389	8.9415795138e+00	-1.0166864095e+00	-3.8024555202e+01	-9.0775751971e+01	-4.6966134715e+01	-8.9759065561e+01	15.578
33	3981.07171	8.2975042105e+00	-1.1406840386e+00	-3.9668571268e+01	-9.0926425233e+01	-4.7966075478e+01	-8.9785741194e+01	15.641
33	3981.07171	8.2975042105e+00	-1.1406840386e+00	-3.9668571268e+01	-9.0926425233e+01	-4.7966075478e+01	-8.9785741194e+01	15.750
33	3981.07171	8.2975042105e+00	-1.1406840386e+00	-3.9668571268e+01	-9.0926425233e+01	-4.7966075478e+01	-8.9785741194e+01	15.813
33	3981.07171	8.2975042105e+00	-1.1406840386e+00	-3.9668571268e+01	-9.0926425233e+01	-4.7966075478e+01	-8.9785741194e+01	15.875
33	3981.07171	8.2975042105e+00	-1.1406840386e+00	-3.9668571268e+01	-9.0926425233e+01	-4.7966075478e+01	-8.9785741194e+01	15.938
33	3981.07171	8.2975042105e+00	-1.1406840386e+00	-3.9668571268e+01	-9.0926425233e+01	-4.7966075478e+01	-8.9785741194e+01	16.000
34	4466.83592	7.6019196526e+00	-1.2798653215e+00	-4.1364299054e+01	-9.1089274407e+01	-4.8966218706e+01	-8.9809409086e+01	16.063
34	4466.83592	7.6019196526e+00	-1.2798653215e+00	-4.1364299054e+01	-9.1089274407e+01	-4.8966218706e+01	-8.9809409086e+01	16.188
34	4466.83592	7.6019196526e+00	-1.2798653215e+00	-4.1364299054e+01	-9.1089274407e+01	-4.8966218706e+01	-8.9809409086e+01	16.250
34	4466.83592	7.6019196526e+00	-1.2798653215e+00	-4.1364299054e+01	-9.1089274407e+01	-4.8966218706e+01	-8.9809409086e+01	16.313
35	5011.87234	6.8455885270e+00	-1.4359609561e+00	-4.3120623042e+01	-9.1266618509e+01	-4.9966211569e+01	-8.9830657553e+01	16.375
35	5011.87234	6.8455885270e+00	-1.4359609561e+00	-4.3120623042e+01	-9.1266618509e+01	-4.9966211569e+01	-8.9830657553e+01	16.516
36	5623.41325	6.0170277388e+00	-1.6110808620e+00	-4.4949177457e+01	-9.1460782217e+01	-5.0966205196e+01	-8.9849701355e+01	16.578
36	5623.41325	6.0170277388e+00	-1.6110808620e+00	-4.4949177457e+01	-9.1460782217e+01	-5.0966205196e+01	-8.9849701355e+01	16.703
36	5623.41325	6.0170277388e+00	-1.6110808620e+00	-4.4949177457e+01	-9.1460782217e+01	-5.0966205196e+01	-8.9849701355e+01	16.766
36	5623.41325	6.0170277388e+00	-1.6110808620e+00	-4.4949177457e+01	-9.1460782217e+01	-5.0966205196e+01	-8.9849701355e+01	16.828
36	5623.41325	6.0170277388e+00	-1.6110808620e+00	-4.4949177457e+01	-9.1460782217e+01	-5.0966205196e+01	-8.9849701355e+01	16.891
36	5623.41325	6.0170277388e+00	-1.6110808620e+00	-4.4949177457e+01	-9.1460782217e+01	-5.0966205196e+01	-8.9849701355e+01	16.953
37	6309.57344	5.1009232527e+00	-1.8075818168e+00	-4.6865153065e+01	-9.1674109020e+01	-5.1966076318e+01	-8.9866527203e+01	17.016
37	6309.57344	5.1009232527e+00	-1.8075818168e+00	-4.6865153065e+01	-9.1674109020e+01	-5.1966076318e+01	-8.9866527203e+01	17.156
37	6309.57344	5.1009232527e+00	-1.8075818168e+00	-4.6865153065e+01	-9.1674109020e+01	-5.1966076318e+01	-8.9866527203e+01	17.219
37	6309.57344	5.1009232527e+00	-1.8075818168e+00	-4.6865153065e+01	-9.1674109020e+01	-5.1966076318e+01	-8.9866527203e+01	17.281
37	6309.57344	5.1009232527e+00	-1.8075818168e+00	-4.6865153065e+01	-9.1674109020e+01	-5.1966076318e+01	-8.9866527203e+01	17.344
38	7079.45784	4.0767291150e+00	-2.0279453994e+00	-4.8889300911e+01	-9.1909733554e+01	-5.2966030026e+01	-8.9881788154e+01	17.406
38	7079.45784	4.0767291150e+00	-2.0279453994e+00	-4.8889300911e+01	-9.1909733554e+01	-5.2966030026e+01	-8.9881788154e+01	17.578
38	7079.45784	4.0767291150e+00	-2.0279453994e+00	-4.8889300911e+01	-9.1909733554e+01	-5.2966030026e+01	-8.9881788154e+01	17.641
38	7079.45784	4.0767291150e+00	-2.0279453994e+00	-4.8889300911e+01	-9.1909733554e+01	-5.2966030026e+01	-8.9881788154e+01	17.703
39	7943.28235	2.9154550678e+00	-2.2751170050e+00	-5.1050526421e+01	-9.2170605071e+01	-5.3965981489e+01	-8.9895488066e+01	17.766
39	7943.28235	2.9154550678e+00	-2.2751170050e+00	-5.1050526421e+01	-9.2170605071e+01	-5.3965981489e+01	-8.9895488066e+01	17.938
39	7943.28235	2.9154550678e+00	-2.2751170050e+00	-5.1050526421e+01	-9.2170605071e+01	-5.3965981489e+01	-8.9895488066e+01	18.000
39	7943.28235	2.9154550678e+00	-2.2751170050e+00	-5.1050526421e+01	-9.2170605071e+01	-5.3965981489e+01	-8.9895488066e+01	18.063
40	8912.50938	1.5748698820e+00	-2.5524184686e+00	-5.3391291997e+01	-9.2460040382e+01	-5.4966161879e+01	-8.9907621913e+01	18.125
40	8912.50938	1.5748698820e+00	-2.5524184686e+00	-5.3391291997e+01	-9.2460040382e+01	-5.4966161879e+01	-8.9907621913e+01	18.297
40	8912.50938	1.5748698820e+00	-2.5524184686e+00	-5.3391291997e+01	-9.2460040382e+01	-5.4966161879e+01	-8.9907621913e+01	18.360
40	8912.50938	1.5748698820e+00	-2.5524184686e+00	-5.3391291997e+01	-9.2460040382e+01	-5.4966161879e+01	-8.9907621913e+01	18.422
41	10000.00000	-1.0983743792e-02	-2.8633628717e+00	-5.5977140729e+01	-9.2782207330e+01	-5.5966156985e+01	-8.9918844458e+01	18.500
41	10000.00000	-1.0983743792e-02	-2.8633628717e+00	-5.5977140729e+01	-9.2782207330e+01	-5.5966156985e+01	-8.9918844458e+01	18.688
42	11220.18454	-1.3789951894e-02	-3.2120511307e+00	-5.6979996658e+01	-9.3134735612e+01	-5.6966206706e+01	-8.9922684482e+01	18.750
42	11220.18454	-1.3789951894e-02	-3.2120511307e+00	-5.6979996658e+01	-9.3134735612e+01	-5.6966206706e+01	-8.9922684482e+01	18.938
42	11220.18454	-1.3789951894e-02	-3.2120511307e+00	-5.6979996658e+01	-9.3134735612e+01	-5.6966206706e+01	-8.9922684482e+01	19.000
42	11220.18454	-1.3789951894e-02	-3.2120511307e+00	-5.6979996658e+01	-9.3134735612e+01	-5.6966206706e+01	-8.9922684482e+01	19.063
42	11220.18454	-1.3789951894e-02	-3.2120511307e+00	-5.6979996658e+01	-9.3134735612e+01	-5.6966206706e+01	-8.9922684482e+01	19.125
43	12589.25412	-1.7401533865e-02	-3.6030629997e+00	-5.7983464202e+01	-9.3533371644e+01	-5.7966062668e+01	-8.9930308644e+01	19.188
43	12589.25412	-1.7401533865e-02	-3.6030629997e+00	-5.7983464202e+01	-9.3533371644e+01	-5.7966062668e+01	-8.9930308644e+01	19.406
43	12589.25412	-1.7401533865e-02	-3.6030629997e+00	-5.7983464202e+01	-9.3533371644e+01	-5.7966062668e+01	-8.9930308644e+01	19.469
43	12589.25412	-1.7401533865e-02	-3.6030629997e+00	-5.7983464202e+01	-9.3533371644e+01	-5.7966062668e+01	-8.9930308644e+01	19.531
44	14125.37545	-2.1755592901e-02	-4.0413140317e+00	-5.8987948261e+01	-9.3979107329e+01	-5.8966192668e+01	-8.9937793297e+01	19.594
44	14125.37545	-2.1755592901e-02	-4.0413140317e+00	-5.8987948261e+01	-9.3979107329e+01	-5.8966192668e+01	-8.9937793297e+01	19.828
44	14125.37545	-2.1755592901e-02	-4.0413140317e+00	-5.8987948261e+01	-9.3979107329e+01	-5.8966192668e+01	-8.9937793297e+01	19.891
44	14125.37545	-2.1755592901e-02	-4.0413140317e+00	-5.8987948261e+01	-9.3979107329e+01	-5.8966192668e+01	-8.9937793297e+01	19.953
44	14125.37545	-2.1755592901e-02	-4.0413140317e+00	-5.8987948261e+01	-9.3979107329e+01	-5.8966192668e+01	-8.9937793297e+01	20.016
45	15848.93192	-2.7333797666e-02	-4.5324710470e+00	-5.9993532545e+01	-9.4477016465e+01	-5.9966198747e+01	-8.9944545418e+01	20.078
45	15848.93192	-2.7333797666e-02	-4.5324710470e+00	-5.9993532545e+01	-9.4477016465e+01	-5.9966198747e+01	-8.9944545418e+01	20.313
45	15848.93192	-2.7333797666e-02	-4.5324710470e+00	-5.9993532545e+01	-9.4477016465e+01	-5.9966198747e+01	-8.9944545418e+01	20.375
46	17782.79410	-3.4349245136e-02	-5.0827662555e+00	-6.1000553094e+01	-9.5033322362e+01	-6.0966203849e+01	-8.9950556107e+01	20.438
46	17782.79410	-3.4349245136e-02	-5.0827662555e+00	-6.1000553094e+01	-9.5033322362e+01	-6.0966203849e+01	-8.9950556107e+01	20.719
46	17782.79410	-3.4349245136e-02	-5.0827662555e+00	-6.1000553094e+01	-9.5033322362e+01	-6.0966203849e+01	-8.9950556107e+01	20.781
46	17782.79410	-3.4349245136e-02	-5.0827662555e+00	-6.1000553094e+01	-9.5033322362e+01	-6.0966203849e+01	-8.9950556107e+01	20.844
47	19952.62315	-4.3166531698e-02	-5.6990879808e+00	-6.2009377133e+01	-9.5654996721e+01	-6.1966210602e+01	-8.9955908741e+01	20.906
47	19952.62315	-4.3166531698e-02	-5.6990879808e+00	-6.2009377133e+01	-9.5654996721e+01	-6.1966210602e+01	-8.9955908741e+01	21.188
47	19952.62315	-4.3166531698e-02	-5.6990879808e+00	-6.2009377133e+01	-9.5654996721e+01	-6.1966210602e+01	-8.9955908741e+01	21.250
47	19952.62315	-4.3166531698e-02	-5.6990879808e+00	-6.2009377133e+01	-9.5654996721e+01	-6.1966210602e+01	-8.9955908741e+01	21.313
47	19952.62315	-4.3166531698e-02	-5.6990879808e+00	-6.2009377133e+01	-9.5654996721e+01	-6.1966210602e+01	-8.9955908741e+01	21.375
48	22387.21139	-5.4316414984e-02	-6.3891419595e+00	-6.3020392689e+01	-9.6349593829e+01	-6.2966076275e+01	-8.9960451870e+01	21.438
48	22387.21139	-5.4316414984e-02	-6.3891419595e+00	-6.3020392689e+01	-9.6349593829e+01	-6.2966076275e+01	-8.9960451870e+01	21.781
48	22387.21139	-5.4316414984e-02	-6.3891419595e+00	-6.3020392689e+01	-9.6349593829e+01	-6.2966076275e+01	-8.9960451870e+01	21.844
48	22387.21139	-5.4316414984e-02	-6.3891419595e+00	-6.3020392689e+01	-9.6349593829e+01	-6.2966076275e+01	-8.9960451870e+01	21.906
49	25118.86432	-6.8245969975e-02	-7.1610872170e+00	-6.4034281025e+01	-9.7125720245e+01	-6.3966035055e+01	-8.9964633028e+01	21.969
49	25118.86432	-6.8245969975e-02	-7.1610872170e+00	-6.4034281025e+01	-9.7125720245e+01	-6.3966035055e+01	-8.9964633028e+01	22.313
50	28183.82931	-8.5708034620e-02	-8.0240946541e+00	-6.5051712542e+01	-9.7992473700e+01	-6.4966004507e+01	-8.9968379046e+01	22.391
50	28183.82931	-8.5708034620e-02	-8.0240946541e+00	-6.5051712542e+01	-9.7992473700e+01	-6.4966004507e+01	-8.9968379046e+01	22.766
50	28183.82931	-8.5708034620e-02	-8.0240946541e+00	-6.5051712542e+01	-9.7992473700e+01	-6.4966004507e+01	-8.9968379046e+01	22.828
50	28183.82931	-8.5708034620e-02	-8.0240946541e+00	-6.5051712542e+01	-9.7992473700e+01	-6.4966004507e+01	-8.9968379046e+01	22.891
51	31622.77660	-1.0743135006e-01	-8.9879454870e+00	-6.6073635554e+01	-9.8959872164e+01	-6.5966204204e+01	-8.9971926677e+01	22.953
51	31622.77660	-1.0743135006e-01	-8.9879454870e+00	-6.6073635554e+01	-9.8959872164e+01	-6.5966204204e+01	-8.9971926677e+01	23.391
51	31622.77660	-1.0743135006e-01	-8.9879454870e+00	-6.6073635554e+01	-9.8959872164e+01	-6.5966204204e+01	-8.9971926677e+01	23.453
51	31622.77660	-1.0743135006e-01	-8.9879454870e+00	-6.6073635554e+01	-9.8959872164e+01	-6.5966204204e+01	-8.9971926677e+01	23.516
52	35481.33892	-1.3478739137e-01	-1.0063400937e+01	-6.7101003419e+01	-1.0003832559e+02	-6.6966216028e+01	-8.9974924651e+01	23.578
53	39810.71706	-1.6898708233e-01	-1.1261591069e+01	-6.8135212227e+01	-1.0123915294e+02	-6.7966225145e+01	-8.9977561872e+01	24.031
53	39810.71706	-1.6898708233e-01	-1.1261591069e+01	-6.8135212227e+01	-1.0123915294e+02	-6.7966225145e+01	-8.9977561872e+01	24.547
53	39810.71706	-1.6898708233e-01	-1.1261591069e+01	-6.8135212227e+01	-1.0123915294e+02	-6.7966225145e+01	-8.9977561872e+01	24.625
53	39810.71706	-1.6898708233e-01	-1.1261591069e+01	-6.8135212227e+01	-1.0123915294e+02	-6.7966225145e+01	-8.9977561872e+01	24.688
53	39810.71706	-1.6898708233e-01	-1.1261591069e+01	-6.8135212227e+01	-1.0123915294e+02	-6.7966225145e+01	-8.9977561872e+01	24.750
54	44668.35922	-2.1174720114e-01	-1.2594359013e+01	-6.9177822310e+01	-1.0257382077e+02	-6.8966075109e+01	-8.9979461762e+01	24.813
54	44668.35922	-2.1174720114e-01	-1.2594359013e+01	-6.9177822310e+01	-1.0257382077e+02	-6.8966075109e+01	-8.9979461762e+01	25.375
54	44668.35922	-2.1174720114e-01	-1.2594359013e+01	-6.9177822310e+01	-1.0257382077e+02	-6.8966075109e+01	-8.9979461762e+01	25.453
54	44668.35922	-2.1174720114e-01	-1.2594359013e+01	-6.9177822310e+01	-1.0257382077e+02	-6.8966075109e+01	-8.9979461762e+01	25.516
55	50118.72336	-2.6490888682e-01	-1.4073212515e+01	-7.0230946551e+01	-1.0405462333e+02	-6.9966037664e+01	-8.9981410819e+01	25.578
55	50118.72336	-2.6490888682e-01	-1.4073212515e+01	-7.0230946551e+01	-1.0405462333e+02	-6.9966037664e+01	-8.9981410819e+01	26.203
55	50118.72336	-2.6490888682e-01	-1.4073212515e+01	-7.0230946551e+01	-1.0405462333e+02	-6.9966037664e+01	-8.9981410819e+01	26.266
55	50118.72336	-2.6490888682e-01	-1.4073212515e+01	-7.0230946551e+01	-1.0405462333e+02	-6.9966037664e+01	-8.9981410819e+01	26.328
56	56234.13252	-3.3076375121e-01	-1.5709639524e+01	-7.1296988743e+01	-1.0569338754e+02	-7.0966224991e+01	-8.9983748017e+01	26.391
56	56234.13252	-3.3076375121e-01	-1.5709639524e+01	-7.1296988743e+01	-1.0569338754e+02	-7.0966224991e+01	-8.9983748017e+01	27.078
57	63095.73445	-4.1242551029e-01	-1.7515095709e+01	-7.2378653337e+01	-1.0750049780e+02	-7.1966227826e+01	-8.9985402092e+01	27.141
58	70794.57844	-5.1309511386e-01	-1.9498842098e+01	-7.3479350696e+01	-1.0948577942e+02	-7.2966255582e+01	-8.9986937323e+01	27.906
58	70794.57844	-5.1309511386e-01	-1.9498842098e+01	-7.3479350696e+01	-1.0948577942e+02	-7.2966255582e+01	-8.9986937323e+01	28.781
59	79432.82347	-6.3664317788e-01	-2.1668384200e+01	-7.4602819086e+01	-1.1165583242e+02	-7.3966175908e+01	-8.9987448220e+01	28.844
59	79432.82347	-6.3664317788e-01	-2.1668384200e+01	-7.4602819086e+01	-1.1165583242e+02	-7.3966175908e+01	-8.9987448220e+01	29.766
59	79432.82347	-6.3664317788e-01	-2.1668384200e+01	-7.4602819086e+01	-1.1165583242e+02	-7.3966175908e+01	-8.9987448220e+01	29.828
59	79432.82347	-6.3664317788e-01	-2.1668384200e+01	-7.4602819086e+01	-1.1165583242e+02	-7.3966175908e+01	-8.9987448220e+01	29.891
60	89125.09381	-7.8733003705e-01	-2.4026821857e+01	-7.5753443027e+01	-1.1401510148e+02	-7.4966112990e+01	-8.9988279624e+01	29.953
60	89125.09381	-7.8733003705e-01	-2.4026821857e+01	-7.5753443027e+01	-1.1401510148e+02	-7.4966112990e+01	-8.9988279624e+01	30.985
60	89125.09381	-7.8733003705e-01	-2.4026821857e+01	-7.5753443027e+01	-1.1401510148e+02	-7.4966112990e+01	-8.9988279624e+01	31.047
61	100000.00000	-9.6987195502e-01	-2.6573702052e+01	-7.6936010104e+01	-1.1656268054e+02	-7.5966138149e+01	-8.9988978492e+01	31.110

--- end of simulation ---
execution time: 31.297000 sec
Hope your simulation converge well and thanks for waiting,
 ---Arief Noor Rahman---



Tue Nov 21 21:47:07 2023
FRA analyzer by Arief Noor Rahman
No	Freq	Mag[IN1](dB)	Ph[IN1](deg)	Mag[IN2](dB)	Ph[IN2](deg)	Mag[IN2-IN1](dB)	Ph[IN2-IN1](deg)	elapsed time
0	0.00000	-inf	0.0000000000e+00	-inf	0.0000000000e+00	-nan	0.0000000000e+00	0.234
0	0.00000	-inf	0.0000000000e+00	-inf	0.0000000000e+00	-nan	0.0000000000e+00	0.297
0	0.00000	-inf	0.0000000000e+00	-inf	0.0000000000e+00	-nan	0.0000000000e+00	0.375
0	0.00000	-inf	0.0000000000e+00	-inf	0.0000000000e+00	-nan	0.0000000000e+00	0.437
0	0.00000	-inf	0.0000000000e+00	-inf	0.0000000000e+00	-nan	0.0000000000e+00	0.500
0	0.00000	-inf	0.0000000000e+00	-inf	0.0000000000e+00	-nan	0.0000000000e+00	0.578
0	0.00000	-inf	0.0000000000e+00	-inf	0.0000000000e+00	-nan	0.0000000000e+00	0.656
